ID,Price
369,62
370,40
371,62
372,59
373,8
374,50
375,37
376,66
377,2
378,109
379,62
380,37
381,0
382,50
383,95
384,62
385,18
386,40
387,46
388,50
389,121
390,64
391,11
392,0
393,62
394,50
395,114
396,20
397,50
398,93
399,0
400,97
401,66
402,71
403,90
404,62
405,121
406,94
407,3
408,13
409,121
410,80
411,40
412,71
413,66
414,95
415,109
416,52
417,62
418,62
419,40
420,62
421,62
422,109
423,121
424,95
425,0
426,109
427,62
428,59
429,62
430,73
431,2
432,62
433,95
434,73
435,62
436,29
437,0
438,62
439,50
440,95
441,73
442,40
443,40
444,95
445,23
446,116
447,50
448,36
449,40
450,109
451,66
452,109
453,109
454,25
455,43
456,109
457,37
458,62
459,22
460,40
461,0
462,73
463,128
464,62
465,106
466,0
467,57
468,22
469,114
470,84
471,50
472,22
473,109
474,40
475,66
476,62
477,40
478,109
479,62
480,62
481,62
482,66
483,8
484,62
485,114
486,40
487,109
488,23
489,62
490,109
491,62
492,62
493,62
494,109
495,40
496,109
497,62
498,125
499,62
500,46
501,62
502,13
503,40
504,50
505,27
506,59
507,114
508,50
509,121
510,67
511,101
512,53
513,62
514,62
515,22
516,62
517,62
518,40
519,6
520,106
521,126
522,62
523,126
524,40
525,62
526,126
527,22
528,55
529,40
530,80
531,40
532,92
533,0
534,106
535,120
536,13
537,3
538,114
539,60
540,22
541,88
542,106
543,99
544,68
545,18
546,3
547,95
548,71
549,114
550,55
551,11
552,95
553,79
554,76
555,62
556,38
557,62
558,95
559,50
560,60
561,119
562,64
563,66
564,62
565,54
566,13
567,40
568,62
569,66
570,0
571,65
572,84
573,62
574,66
575,84
576,40
577,109
578,109
579,29
580,33
581,95
582,40
583,60
584,128
585,68
586,76
587,84
588,98
589,13
590,62
591,55
592,114
593,110
594,40
595,40
596,0
597,62
598,65
599,16
600,50
601,59
602,59
603,98
604,62
605,114
606,34
607,114
608,40
609,36
610,95
611,40
612,50
613,100
614,106
615,109
616,109
617,40
618,40
619,62
620,50
621,103
622,114
623,40
624,62
625,62
626,95
627,62
628,62
629,59
630,66
631,109
632,0
633,106
634,62
635,62
636,95
637,50
638,34
639,50
640,120
641,73
642,71
643,22
644,98
645,40
646,62
647,73
648,22
649,13
650,40
651,62
652,62
653,62
654,40
655,109
656,71
657,67
658,0
659,34
660,109
661,100
662,109
663,109
664,9
665,62
666,62
667,62
668,62
669,80
670,0
671,0
672,62
673,39
674,37
675,62
676,62
677,102
678,109
679,0
680,117
681,109
682,109
683,77
684,62
685,109
686,109
687,121
688,40
689,109
690,40
691,50
692,95
693,62
694,62
695,62
696,62
697,109
698,109
699,62
700,59
701,62
702,62
703,40
704,84
705,0
706,62
707,95
708,0
709,40
710,50
711,109
712,62
713,109
714,62
715,121
716,109
717,34
718,59
719,62
720,98
721,102
722,62
723,40
724,62
725,29
726,62
727,62
728,62
729,62
730,18
731,62
732,121
733,0
734,62
735,121
736,50
737,13
738,109
739,80
740,62
741,109
742,0
743,109
744,27
745,59
746,8
747,62
748,109
749,62
750,40
751,95
752,114
753,40
754,62
755,114
756,22
757,8
758,50
759,80
760,40
761,117
762,62
763,62
764,62
765,109
766,27
