ID,Price
586,76
587,84
588,0
589,114
590,60
591,55
592,114
593,16
594,16
595,40
596,59
597,109
598,65
599,16
600,50
601,0
602,59
603,98
604,60
605,114
606,29
607,114
608,40
609,36
610,12
611,40
612,50
613,100
614,106
615,60
616,60
617,7
618,62
619,60
620,114
621,103
622,71
623,85
624,109
625,60
626,96
627,60
628,60
629,59
630,106
631,60
632,0
633,106
634,60
635,60
636,95
637,50
638,34
639,8
640,120
641,84
642,62
643,59
644,98
645,40
646,60
647,84
648,60
649,84
650,39
651,40
652,109
653,60
654,40
655,60
656,111
657,67
658,95
659,34
660,60
661,100
662,109
663,60
664,9
665,60
666,60
667,60
668,109
669,80
670,95
671,0
672,62
673,39
674,37
675,71
676,60
677,102
678,60
679,18
680,117
681,60
682,60
683,77
684,60
685,60
686,60
687,121
688,106
689,60
690,50
691,50
692,95
693,109
694,60
695,60
696,109
697,109
698,60
699,71
700,108
701,60
702,60
703,19
704,84
705,71
706,60
707,12
708,22
709,40
710,50
711,60
712,60
713,60
714,60
715,121
716,60
717,34
718,59
719,60
720,98
721,60
722,60
723,121
724,60
725,13
726,60
727,59
728,60
729,60
730,96
731,109
732,121
733,0
734,60
735,121
736,8
737,0
738,109
739,59
740,60
741,60
742,38
743,60
744,51
745,106
746,8
747,60
748,109
749,109
750,49
751,95
752,114
753,16
754,60
755,114
756,36
757,0
758,50
759,80
760,40
761,117
762,60
763,60
764,62
765,60
766,27
